pokemon_id,pokemon_name,base_attack,base_defense,base_stamina,type,rarity,charged_moves,fast_moves,candy_required,distance,max_cp,attack_probability,base_capture_rate,base_flee_rate,dodge_probability,max_pokemon_action_frequency,min_pokemon_action_frequency,found_egg,found_evolution,found_wild,found_research,found_raid,found_photobomb
504,Patrat,98,73,128,['Normal'],Standard,"['Dig', 'Hyper Fang', 'Grass Knot']","['Tackle', 'Bite']",0.0,1,905,0.2,-1.0,-1.0,0.3,1.6,0.2,False,False,True,True,False,True
505,Watchog,165,139,155,['Normal'],Standard,"['Crunch', 'Hyper Fang', 'Grass Knot']","['Low Kick', 'Bite']",50.0,1,2081,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
506,Lillipup,107,86,128,['Normal'],Standard,"['Thunderbolt', 'Rock Tomb', 'Dig']","['Tackle', 'Take Down', 'Sand Attack']",0.0,1,1047,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
507,Herdier,145,126,163,['Normal'],Standard,"['Thunderbolt', 'Play Rough', 'Dig']","['Lick', 'Take Down', 'Sand Attack']",25.0,1,1811,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
508,Stoutland,206,182,198,['Normal'],Standard,"['Wild Charge', 'Play Rough', 'Crunch']","['Lick', 'Take Down', 'Ice Fang', 'Sand Attack']",100.0,1,3234,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
509,Purrloin,98,73,121,['Dark'],Standard,"['Night Slash', 'Play Rough', 'Dark Pulse']","['Scratch', 'Sucker Punch']",0.0,1,883,0.2,-1.0,-1.0,0.3,1.6,0.2,False,False,True,True,True,True
510,Liepard,187,106,162,['Dark'],Standard,"['Gunk Shot', 'Play Rough', 'Dark Pulse', 'Payback']","['Charm', 'Snarl']",50.0,1,2112,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
511,Pansage,104,94,137,['Grass'],Standard,"['Energy Ball', 'Seed Bomb', 'Crunch']","['Scratch', 'Vine Whip']",0.0,3,1094,0.4,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
512,Simisage,206,133,181,['Grass'],Standard,"['Solar Beam', 'Grass Knot', 'Crunch']","['Bite', 'Vine Whip']",50.0,3,2689,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
513,Pansear,104,94,137,['Fire'],Standard,"['Flame Burst', 'Flame Charge', 'Crunch']","['Scratch', 'Fire Spin']",0.0,3,1094,0.4,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,True,True
514,Simisear,206,133,181,['Fire'],Standard,"['Flamethrower', 'Fire Blast', 'Crunch']","['Bite', 'Fire Spin']",50.0,3,2689,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
515,Panpour,104,94,137,['Water'],Standard,"['Surf', 'Water Pulse', 'Crunch']","['Scratch', 'Water Gun']",0.0,3,1094,0.4,-1.0,-1.0,0.1,1.6,0.2,False,False,True,True,False,True
516,Simipour,206,133,181,['Water'],Standard,"['Surf', 'Hydro Pump', 'Crunch']","['Bite', 'Water Gun']",50.0,3,2689,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
517,Munna,111,92,183,['Psychic'],Standard,"['Psybeam', 'Dazzling Gleam', 'Psyshock']","['Zen Headbutt', 'Charge Beam']",0.0,3,1310,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
518,Musharna,183,166,253,['Psychic'],Standard,"['Futuresight', 'Dazzling Gleam', 'Psyshock']","['Zen Headbutt', 'Charge Beam']",50.0,3,3115,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
519,Pidove,98,80,137,"['Normal', 'Flying']",Standard,"['Heat Wave', 'Aerial Ace', 'Air Cutter']","['Quick Attack', 'Air Slash']",0.0,1,970,0.15,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
520,Tranquill,144,107,158,"['Normal', 'Flying']",Standard,"['Heat Wave', 'Aerial Ace', 'Sky Attack']","['Air Slash', 'Steel Wing']",12.0,1,1650,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
521,Unfezant,226,146,190,"['Normal', 'Flying']",Standard,"['Heat Wave', 'Hyper Beam', 'Sky Attack']","['Air Slash', 'Steel Wing']",50.0,1,3128,0.25,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
522,Blitzle,118,64,128,['Electric'],Standard,"['Flame Charge', 'Discharge', 'Thunderbolt']","['Quick Attack', 'Spark']",0.0,3,1010,0.2,-1.0,-1.0,0.2,1.6,0.2,False,False,True,True,True,True
523,Zebstrika,211,136,181,['Electric'],Standard,"['Flame Charge', 'Discharge', 'Wild Charge']","['Low Kick', 'Spark']",50.0,3,2778,0.2,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,False,True
524,Roggenrola,121,110,146,['Rock'],Standard,"['Bulldoze', 'Rock Blast', 'Stone Edge']","['Tackle', 'Smack Down']",0.0,3,1378,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
525,Boldore,174,143,172,['Rock'],Standard,"['Rock Slide', 'Bulldoze', 'Stone Edge']","['Mud Slap', 'Smack Down']",50.0,3,2321,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
526,Gigalith,226,201,198,['Rock'],Standard,"['Rock Slide', 'Solar Beam', 'Super Power', 'Heavy Slam']","['Mud Slap', 'Smack Down']",200.0,3,3693,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
527,Woobat,107,85,163,"['Psychic', 'Flying']",Standard,"['Air Cutter', 'Aerial Ace', 'Psyshock']","['Confusion', 'Air Slash']",0.0,1,1163,0.1,-1.0,-1.0,0.25,1.6,0.2,False,False,True,True,True,True
528,Swoobat,161,119,167,"['Psychic', 'Flying']",Standard,"['Psychic', 'Aerial Ace', 'Futuresight', 'Psychic Fangs', 'Fly']","['Confusion', 'Air Slash']",50.0,1,1963,0.1,-1.0,-1.0,0.2,1.6,0.2,False,True,True,True,False,True
529,Drilbur,154,85,155,['Ground'],Standard,"['Rock Tomb', 'Dig', 'Drill Run']","['Scratch', 'Mud Slap']",0.0,3,1574,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
530,Excadrill,255,129,242,"['Ground', 'Steel']",Standard,"['Rock Slide', 'Earthquake', 'Drill Run', 'Iron Head', 'Scorching Sands']","['Metal Claw', 'Mud Slap', 'Mud Shot']",50.0,3,3711,0.3,-1.0,-1.0,0.45,1.6,0.2,False,True,True,True,True,True
531,Audino,114,163,230,['Normal'],Standard,"['Disarming Voice', 'Dazzling Gleam', 'Hyper Beam']","['Pound', 'Zen Headbutt']",0.0,3,1924,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
532,Timburr,134,87,181,['Fighting'],Standard,"['Low Sweep', 'Brick Break', 'Rock Tomb']","['Low Kick', 'Pound']",0.0,5,1505,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
533,Gurdurr,180,134,198,['Fighting'],Standard,"['Low Sweep', 'Brick Break', 'Stone Edge']","['Low Kick', 'Poison Jab']",50.0,5,2482,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
534,Conkeldurr,243,158,233,['Fighting'],Standard,"['Dynamic Punch', 'Focus Blast', 'Stone Edge']","['Counter', 'Poison Jab']",200.0,5,3818,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
535,Tympole,98,78,137,['Water'],Standard,"['Water Pulse', 'Mud Bomb', 'Sludge Wave']","['Mud Shot', 'Bubble']",0.0,3,959,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
536,Palpitoad,128,109,181,"['Water', 'Ground']",Standard,"['Water Pulse', 'Earth Power', 'Sludge Wave']","['Mud Shot', 'Bubble']",25.0,3,1592,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
537,Seismitoad,188,150,233,"['Water', 'Ground']",Standard,"['Muddy Water', 'Earth Power', 'Sludge Bomb']","['Mud Shot', 'Bubble']",100.0,3,2934,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
538,Throh,172,160,260,['Fighting'],Standard,"['Focus Blast', 'Low Sweep', 'Body Slam', 'Brick Break']","['Low Kick', 'Zen Headbutt']",0.0,5,2931,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
539,Sawk,231,153,181,['Fighting'],Standard,"['Focus Blast', 'Low Sweep', 'Body Slam', 'Brick Break']","['Low Kick', 'Poison Jab']",0.0,5,3189,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
540,Sewaddle,96,124,128,"['Bug', 'Grass']",Standard,"['Energy Ball', 'Seed Bomb', 'Silver Wind']","['Struggle Bug', 'Bug Bite']",0.0,1,1118,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
541,Swadloon,115,162,146,"['Bug', 'Grass']",Standard,"['Energy Ball', 'Bug Buzz', 'Silver Wind']","['Struggle Bug', 'Bug Bite']",25.0,1,1568,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
542,Leavanny,205,165,181,"['Bug', 'Grass']",Standard,"['Leaf Blade', 'X Scissor', 'Silver Wind', 'Leaf Storm']","['Razor Leaf', 'Bug Bite']",100.0,1,2952,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
543,Venipede,83,99,102,"['Bug', 'Poison']",Standard,"['Signal Beam', 'Sludge Bomb', 'Gyro Ball']","['Bug Bite', 'Poison Sting']",0.0,1,808,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
544,Whirlipede,100,173,120,"['Bug', 'Poison']",Standard,"['Signal Beam', 'Sludge Bomb', 'Gyro Ball']","['Bug Bite', 'Poison Sting']",25.0,1,1309,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
545,Scolipede,203,175,155,"['Bug', 'Poison']",Standard,"['Megahorn', 'Sludge Bomb', 'Gyro Ball', 'X Scissor']","['Bug Bite', 'Poison Jab']",100.0,1,2799,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
546,Cottonee,71,111,120,"['Grass', 'Fairy']",Standard,"['Energy Ball', 'Seed Bomb', 'Grass Knot']","['Charm', 'Razor Leaf']",0.0,1,801,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
547,Whimsicott,164,176,155,"['Grass', 'Fairy']",Standard,"['Grass Knot', 'Hurricane', 'Moonblast', 'Seed Bomb']","['Charm', 'Razor Leaf', 'Fairy Wind']",50.0,1,2304,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
548,Petilil,119,91,128,['Grass'],Standard,"['Energy Ball', 'Seed Bomb']","['Charm', 'Hidden Power']",0.0,1,1178,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
549,Lilligant,214,155,172,['Grass'],Standard,"['Petal Blizzard', 'Hyper Beam', 'Solar Beam']","['Charm', 'Hidden Power', 'Magical Leaf']",50.0,1,2917,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
550,Basculin,189,129,172,['Water'],Standard,"['Aqua Jet', 'Aqua Tail', 'Muddy Water']","['Tackle', 'Water Gun']",0.0,1,2391,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
551,Sandile,132,69,137,"['Ground', 'Dark']",Standard,"['Dig', 'Crunch', 'Bulldoze']","['Bite', 'Mud Slap']",0.0,5,1186,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
552,Krokorok,155,90,155,"['Ground', 'Dark']",Standard,"['Earthquake', 'Crunch', 'Bulldoze']","['Bite', 'Mud Slap']",25.0,5,1622,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
553,Krookodile,229,158,216,"['Ground', 'Dark']",Standard,"['Earthquake', 'Crunch', 'Outrage', 'Brick Break']","['Snarl', 'Mud Slap']",100.0,5,3485,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
554,Darumaka,153,86,172,['Ice'],Standard,"['Ice Punch', 'Ice Beam']","['Tackle', 'Ice Fang']",0.0,3,1649,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
555,Darmanitan,263,114,233,['Ice'],Standard,"['Overheat', 'Avalanche', 'Super Power', 'Ice Punch']","['Tackle', 'Ice Fang']",50.0,3,3552,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
556,Maractus,201,130,181,['Grass'],Standard,"['Aerial Ace', 'Petal Blizzard', 'Solar Beam']","['Bullet Seed', 'Poison Jab']",0.0,1,2601,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
557,Dwebble,118,128,137,"['Bug', 'Rock']",Standard,"['Rock Blast', 'X Scissor', 'Rock Tomb']","['Cut', 'Smack Down']",0.0,1,1401,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
558,Crustle,188,200,172,"['Bug', 'Rock']",Standard,"['Rock Blast', 'X Scissor', 'Rock Slide']","['Fury Cutter', 'Smack Down']",50.0,1,2908,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
559,Scraggy,132,132,137,"['Dark', 'Fighting']",Standard,"['Acid Spray', 'Brick Break', 'Foul Play', 'Thunder Punch']","['Rock Smash', 'Feint Attack']",0.0,3,1570,0.25,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
560,Scrafty,163,222,163,"['Dark', 'Fighting']",Standard,"['Acid Spray', 'Power Up Punch', 'Foul Play', 'Thunder Punch']","['Counter', 'Snarl']",50.0,3,2612,0.25,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
561,Sigilyph,204,167,176,"['Psychic', 'Flying']",Standard,"['Air Cutter', 'Psybeam', 'Ancient Power', 'Signal Beam']","['Air Slash', 'Zen Headbutt']",0.0,5,2917,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
562,Yamask,95,141,116,"['Ground', 'Ghost']",Standard,"['Night Shade', 'Rock Tomb']",['Astonish'],0.0,3,1123,0.1,-1.0,-1.0,0.2,1.6,0.2,False,False,True,True,True,True
563,Cofagrigus,163,237,151,['Ghost'],Standard,"['Shadow Ball', 'Dark Pulse', 'Psychic']","['Astonish', 'Zen Headbutt', 'Shadow Claw']",50.0,3,2601,0.2,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
564,Tirtouga,134,146,144,"['Water', 'Rock']",Standard,"['Surf', 'Ancient Power', 'Body Slam']","['Water Gun', 'Bite']",0.0,5,1703,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
565,Carracosta,192,197,179,"['Water', 'Rock']",Standard,"['Surf', 'Ancient Power', 'Body Slam', 'Liquidation']","['Water Gun', 'Rock Throw']",50.0,5,2999,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
566,Archen,213,89,146,"['Rock', 'Flying']",Standard,"['Dragon Claw', 'Ancient Power', 'Crunch']","['Quick Attack', 'Wing Attack']",0.0,5,2108,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
567,Archeops,292,139,181,"['Rock', 'Flying']",Standard,"['Dragon Claw', 'Ancient Power', 'Crunch']","['Steel Wing', 'Wing Attack']",50.0,5,3811,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
568,Trubbish,96,122,137,['Poison'],Standard,"['Gunk Shot', 'Seed Bomb', 'Gunk Shot']","['Pound', 'Take Down']",0.0,3,1144,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
569,Garbodor,181,164,190,['Poison'],Standard,"['Acid Spray', 'Seed Bomb', 'Gunk Shot', 'Body Slam']","['Infestation', 'Take Down']",50.0,3,2682,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
570,Zorua,153,78,120,['Dark'],Standard,"['Foul Play', 'Aerial Ace', 'Dark Pulse']","['Scratch', 'Feint Attack']",0.0,5,1345,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
571,Zoroark,250,127,155,['Dark'],Standard,"['Foul Play', 'Sludge Bomb', 'Flamethrower']","['Shadow Claw', 'Snarl']",50.0,5,2941,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
572,Minccino,98,80,146,['Normal'],Standard,"['Swift', 'Thunderbolt', 'Aqua Tail']","['Pound', 'Charm']",0.0,3,998,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
573,Cinccino,198,130,181,['Normal'],Standard,"['Hyper Beam', 'Thunderbolt', 'Aqua Tail']","['Pound', 'Charm']",50.0,3,2565,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
574,Gothita,98,112,128,['Psychic'],Standard,"['Psybeam', 'Psyshock', 'Psychic']","['Pound', 'Confusion']",0.0,3,1088,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
575,Gothorita,137,153,155,['Psychic'],Standard,"['Psybeam', 'Futuresight', 'Psychic']","['Pound', 'Confusion']",25.0,3,1835,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
576,Gothitelle,176,205,172,['Psychic'],Standard,"['Rock Slide', 'Futuresight', 'Psychic']","['Charm', 'Confusion']",100.0,3,2768,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
577,Solosis,170,83,128,['Psychic'],Standard,"['Psyshock', 'Night Shade', 'Thunder']","['Hidden Power', 'Zen Headbutt']",0.0,3,1564,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
578,Duosion,208,103,163,['Psychic'],Standard,"['Psyshock', 'Night Shade', 'Thunder']","['Hidden Power', 'Zen Headbutt']",25.0,3,2309,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
579,Reuniclus,214,148,242,['Psychic'],Standard,"['Futuresight', 'Shadow Ball', 'Thunder']","['Hidden Power', 'Zen Headbutt']",100.0,3,3349,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
580,Ducklett,84,96,158,"['Water', 'Flying']",Standard,"['Aerial Ace', 'Bubble Beam', 'Brave Bird']","['Water Gun', 'Wing Attack']",0.0,3,980,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
581,Swanna,182,132,181,"['Water', 'Flying']",Standard,"['Ice Beam', 'Bubble Beam', 'Hurricane', 'Fly']","['Water Gun', 'Air Slash']",50.0,3,2389,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
582,Vanillite,118,106,113,['Ice'],Standard,"['Icy Wind', 'Ice Beam', 'Signal Beam']","['Powder Snow', 'Astonish']",0.0,3,1182,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
583,Vanillish,151,138,139,['Ice'],Standard,"['Icy Wind', 'Ice Beam', 'Signal Beam']","['Frost Breath', 'Astonish']",25.0,3,1820,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
584,Vanilluxe,218,184,174,['Ice'],Standard,"['Blizzard', 'Flash Cannon', 'Signal Beam']","['Frost Breath', 'Astonish']",100.0,3,3228,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
585,Deerling,115,100,155,"['Normal', 'Grass']",Standard,"['Energy Ball', 'Seed Bomb', 'Wild Charge', 'Trailblaze']","['Tackle', 'Take Down']",0.0,3,1298,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
586,Sawsbuck,198,146,190,"['Normal', 'Grass']",Standard,"['Megahorn', 'Solar Beam', 'Wild Charge', 'Hyper Beam', 'Trailblaze']","['Feint Attack', 'Take Down']",50.0,3,2764,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
587,Emolga,158,127,146,"['Electric', 'Flying']",Standard,"['Discharge', 'Aerial Ace', 'Thunderbolt', 'Acrobatics']","['Thunder Shock', 'Quick Attack']",0.0,1,1869,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
588,Karrablast,137,87,137,['Bug'],Standard,"['Signal Beam', 'X Scissor', 'Drill Run', 'Aerial Ace']","['Peck', 'Fury Cutter']",0.0,3,1352,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
589,Escavalier,223,187,172,"['Bug', 'Steel']",Standard,"['Megahorn', 'Acid Spray', 'Drill Run', 'Aerial Ace']","['Counter', 'Bug Bite']",200.0,3,3305,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
590,Foongus,97,91,170,"['Grass', 'Poison']",Standard,"['Energy Ball', 'Body Slam', 'Grass Knot']","['Astonish', 'Feint Attack']",0.0,3,1120,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
591,Amoonguss,155,139,249,"['Grass', 'Poison']",Standard,"['Foul Play', 'Sludge Bomb', 'Grass Knot']","['Astonish', 'Feint Attack']",50.0,3,2449,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
592,Frillish,115,134,146,"['Water', 'Ghost']",Standard,"['Night Shade', 'Ice Beam', 'Ominous Wind']","['Bubble', 'Hex']",0.0,3,1438,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
593,Jellicent,159,178,225,"['Water', 'Ghost']",Standard,"['Shadow Ball', 'Ice Beam', 'Bubble Beam', 'Surf']","['Bubble', 'Hex']",50.0,3,2675,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
594,Alomomola,138,131,338,['Water'],Standard,"['Hydro Pump', 'Blizzard', 'Psychic']","['Waterfall', 'Hidden Power']",0.0,5,2481,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
595,Joltik,110,98,137,"['Bug', 'Electric']",Standard,"['Cross Poison', 'Bug Buzz', 'Discharge']","['Charge Beam', 'Sucker Punch']",0.0,3,1170,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
596,Galvantula,201,128,172,"['Bug', 'Electric']",Standard,"['Cross Poison', 'Bug Buzz', 'Discharge', 'Energy Ball', 'Lunge']","['Volt Switch', 'Fury Cutter']",50.0,3,2523,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
597,Ferroseed,82,155,127,"['Grass', 'Steel']",Standard,"['Gyro Ball', 'Flash Cannon', 'Iron Head']","['Tackle', 'Metal Claw']",0.0,3,1076,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
598,Ferrothorn,158,223,179,"['Grass', 'Steel']",Standard,"['Power Whip', 'Flash Cannon', 'Acid Spray', 'Thunder', 'Mirror Shot']","['Bullet Seed', 'Metal Claw']",50.0,3,2656,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
599,Klink,98,121,120,['Steel'],Standard,"['Vice Grip', 'Discharge', 'Zap Cannon']","['Volt Switch', 'Charge Beam', 'Metal Sound']",0.0,5,1094,0.2,-1.0,-1.0,0.25,1.6,0.2,False,False,True,True,True,True
600,Klang,150,174,155,['Steel'],Standard,"['Vice Grip', 'Thunderbolt', 'Zap Cannon']","['Thunder Shock', 'Charge Beam', 'Metal Sound']",25.0,5,2113,0.2,-1.0,-1.0,0.25,1.6,0.2,False,True,True,True,False,True
601,Klinklang,199,214,155,['Steel'],Standard,"['Hyper Beam', 'Flash Cannon', 'Zap Cannon', 'Mirror Shot']","['Thunder Shock', 'Charge Beam', 'Metal Sound']",100.0,5,3017,0.2,-1.0,-1.0,0.25,1.6,0.2,False,True,True,True,False,True
602,Tynamo,105,78,111,['Electric'],Standard,['Struggle'],"['Tackle', 'Spark']",0.0,1,928,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
603,Eelektrik,156,130,163,['Electric'],Standard,"['Crunch', 'Thunderbolt', 'Discharge']","['Acid', 'Spark']",25.0,1,1962,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
604,Eelektross,217,152,198,['Electric'],Standard,"['Crunch', 'Thunderbolt', 'Acid Spray', 'Dragon Claw', 'Liquidation']","['Acid', 'Spark']",100.0,1,3126,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,False,False,False,False
605,Elgyem,148,100,146,['Psychic'],Standard,"['Psybeam', 'Dark Pulse', 'Psychic']","['Confusion', 'Astonish']",0.0,3,1584,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
606,Beheeyem,221,163,181,['Psychic'],Standard,"['Rock Slide', 'Dark Pulse', 'Psychic']","['Confusion', 'Astonish']",50.0,3,3149,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
607,Litwick,108,98,137,"['Ghost', 'Fire']",Standard,"['Flame Charge', 'Flame Burst', 'Heat Wave', 'Mystical Fire']","['Astonish', 'Ember']",0.0,5,1151,0.1,-1.0,-1.0,0.2,1.6,0.2,False,False,True,True,True,True
608,Lampent,169,115,155,"['Ghost', 'Fire']",Standard,"['Energy Ball', 'Flame Burst', 'Heat Wave']","['Astonish', 'Ember']",25.0,5,1954,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,True,True
609,Chandelure,271,182,155,"['Ghost', 'Fire']",Standard,"['Energy Ball', 'Shadow Ball', 'Overheat', 'Flame Charge']","['Hex', 'Fire Spin', 'Incinerate']",100.0,5,3739,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
610,Axew,154,101,130,['Dragon'],Standard,"['Dragon Claw', 'Aqua Tail', 'Dragon Pulse']","['Scratch', 'Iron Tail']",0.0,5,1566,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
611,Fraxure,212,123,165,['Dragon'],Standard,"['Dragon Claw', 'Aqua Tail', 'Night Slash']","['Dragon Tail', 'Iron Tail']",25.0,5,2556,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
612,Haxorus,284,172,183,['Dragon'],Standard,"['Dragon Claw', 'Surf', 'Night Slash', 'Earthquake']","['Dragon Tail', 'Counter']",100.0,5,4110,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
613,Cubchoo,128,74,146,['Ice'],Standard,"['Ice Punch', 'Icy Wind', 'Play Rough']","['Powder Snow', 'Charm']",0.0,3,1223,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
614,Beartic,233,152,216,['Ice'],Standard,"['Ice Punch', 'Surf', 'Play Rough', 'Liquidation']","['Powder Snow', 'Charm']",50.0,3,3480,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
615,Cryogonal,190,218,190,['Ice'],Standard,"['Aurora Beam', 'Night Slash', 'Solar Beam', 'Water Pulse', 'Triple Axel']","['Ice Shard', 'Frost Breath']",0.0,5,3201,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,True,True
616,Shelmet,72,140,137,['Bug'],Standard,"['Bug Buzz', 'Body Slam', 'Signal Beam']","['Acid', 'Infestation']",0.0,3,954,0.1,-1.0,-1.0,0.15,1.6,0.2,False,False,True,True,False,True
617,Accelgor,220,120,190,['Bug'],Standard,"['Bug Buzz', 'Acid Spray', 'Signal Beam', 'Focus Blast']","['Acid', 'Infestation', 'Water Shuriken']",200.0,3,2793,0.1,-1.0,-1.0,0.15,1.6,0.2,False,True,True,True,False,True
